loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3008,3, Graduate, No,1137285,3020354,13,372,1545362,1005070,3943776,1090873, Rejected
953,4, Not Graduate, No,8257215,24992323,6,827,14899626,5690757,27082413,7884902, Approved
170,0, Not Graduate, Yes,4379865,18033708,2,380,12767973,7172182,20270450,3577563, Approved
1186,5, Graduate, No,8194196,20355872,4,574,22403798,3879241,29321338,3946541, Approved
3492,2, Not Graduate, No,8325292,17031335,4,684,11102555,13466464,20681518,9848891, Approved
2570,5, Not Graduate, No,4895960,10727508,10,345,13004250,5016279,14459872,5583423, Rejected
1483,0, Not Graduate, Yes,2466713,6516263,7,718,7126035,1858330,8354332,1520994, Approved
3307,5, Not Graduate, No,318461,518015,8,387,364800,295679,1293470,190636, Rejected
3557,5, Graduate, No,5258250,20271870,2,541,3231311,2160987,14060649,3867773, Approved
1271,1, Not Graduate, Yes,3434864,11006562,9,911,3232889,2582150,9407820,4462757, Approved
3605,5, Graduate, No,709976,1698669,17,671,1786174,211663,2179386,565744, Approved
814,5, Not Graduate, Yes,10078764,37402784,15,558,3525697,15529423,33348916,5261623, Rejected
2943,2, Not Graduate, Yes,4015076,8125886,20,772,1629332,5025708,9470371,5112445, Approved
3058,2, Not Graduate, No,6406608,26012017,14,505,9297197,9345455,13258882,3602508, Rejected
3373,4, Graduate, Yes,6938902,27198068,12,843,7993233,9402070,17831043,9862802, Approved
2163,3, Not Graduate, No,3587556,8633068,11,354,5728853,4076073,11014233,3267520, Rejected
3210,5, Graduate, No,626305,1878425,9,650,1343330,96690,1495948,306219, Approved
1257,0, Not Graduate, No,10454622,35851344,20,725,11846019,17574188,25255538,10267241, Approved
4204,4, Graduate, Yes,6719525,21579097,5,439,6214173,10311623,24541870,4339125, Rejected
848,2, Graduate, No,7861624,15821523,16,519,13987238,4952394,22450300,6479928, Rejected
4098,3, Graduate, No,2427317,6769336,10,874,7082211,2482735,6410986,2622037, Approved
784,4, Not Graduate, No,2147870,7988125,14,859,3994329,1759717,6762836,2686529, Approved
423,5, Graduate, No,6030305,19364714,8,357,11857741,6265282,11023641,5514545, Rejected
3373,4, Graduate, Yes,7131400,29416322,11,874,8451972,10196942,17695431,9319219, Approved
328,0, Not Graduate, No,8628254,31201686,11,389,5013614,7531410,26256003,7606510, Rejected
2140,4, Graduate, Yes,8251946,26615767,1,427,16609665,6470397,24992978,5399099, Approved
3996,5, Not Graduate, No,8966562,28064720,12,670,7800587,13063418,32750537,4906017, Approved
1634,0, Graduate, Yes,9384777,23126802,9,566,24270802,3392359,26019996,13835572, Approved
380,0, Not Graduate, No,520026,2015162,1,513,1286991,496656,1818607,749112, Approved
2912,3, Graduate, No,9283490,21790135,9,480,18673953,2817085,32786564,7819203, Rejected
1820,3, Graduate, Yes,7814989,30281860,10,381,18790862,13150315,29872621,10536935, Rejected
3740,0, Graduate, Yes,7173333,21487768,4,461,19111687,11049980,24168564,7157512, Approved
4013,2, Not Graduate, No,671858,2404418,8,692,704238,498276,2910782,1000595, Approved
3597,2, Not Graduate, Yes,2213333,8833977,6,565,3629782,1416788,6535499,3646323, Approved
3502,1, Graduate, Yes,7513019,24007757,11,700,497982,10442257,29848837,4779471, Approved
1602,0, Not Graduate, Yes,2224894,4397203,9,356,983462,857006,5639064,1074402, Rejected
3898,1, Not Graduate, No,4176766,11263835,9,648,1005039,751210,11781128,2347875, Approved
3528,0, Graduate, No,1798483,6223318,10,771,855422,393183,3558230,1615291, Rejected
1776,2, Graduate, No,7568667,33040575,16,745,20361203,1729839,23481199,5250486, Approved
2215,0, Graduate, No,1687654,5686199,19,348,2722596,746816,6777772,983021, Rejected
1734,1, Not Graduate, Yes,6586737,14031192,10,839,485710,2457901,21706012,6698098, Approved
1749,2, Graduate, No,3907190,10540534,14,401,5664739,4513908,11838435,2492762, Rejected
488,5, Not Graduate, No,6649257,14548171,5,586,15574288,9798006,20853804,5150666, Approved
717,3, Graduate, No,6620923,23586713,1,412,11397101,1867207,23959814,6153736, Approved
2537,0, Graduate, Yes,9566954,33419632,18,765,21217579,9629483,33221438,15298158, Approved
3261,5, Not Graduate, Yes,1398293,4970844,4,322,2151538,875423,3903151,1224039, Approved
3970,1, Not Graduate, No,7771074,19609574,14,344,5713059,13097804,29406894,4111338, Rejected
1200,2, Not Graduate, No,312658,591888,2,380,596466,277039,1045692,389212, Rejected
4000,1, Not Graduate, No,6728215,23614309,15,394,3883831,4571080,29368587,8583666, Rejected
2677,3, Not Graduate, Yes,6243190,23785662,17,644,13273313,9952683,14902964,4967852, Approved
943,4, Not Graduate, Yes,1335783,3744581,15,434,3424013,1210664,5230514,1000274, Rejected
165,2, Graduate, Yes,8365085,22685466,19,801,22247799,12644975,29712890,7413703, Approved
3975,0, Graduate, Yes,490646,1387334,4,920,627610,0,1900482,206870, Approved
4175,4, Not Graduate, No,4141138,16058368,8,759,9209523,6465308,13428789,4254895, Approved
3573,2, Not Graduate, Yes,372133,1302842,1,868,187792,302144,1104161,461090, Approved
3634,0, Not Graduate, No,285060,559107,18,390,284314,0,856876,278322, Rejected
701,0, Graduate, Yes,7275048,17114692,15,715,1755740,8096015,26989184,6914654, Approved
3042,3, Not Graduate, No,8928999,35525034,10,906,16937941,5692585,27354270,9726961, Approved
638,3, Not Graduate, No,7219937,28669694,3,411,10592442,6873837,24698687,5876778, Approved
2958,1, Graduate, No,6679020,23636214,1,516,15135305,8694001,21494978,8736187, Approved
3768,3, Graduate, Yes,4269428,8215349,15,352,5837272,113509,11498813,2195749, Rejected
2258,4, Graduate, Yes,7485271,27689579,14,444,19387247,7095598,16132037,8075546, Rejected
1564,3, Not Graduate, Yes,502979,1680684,2,853,507217,521763,1312041,200219, Approved
1591,0, Graduate, Yes,2390715,7236955,19,514,4393691,2037116,6871896,1661828, Rejected
2367,4, Graduate, Yes,3434922,13556226,18,447,9859510,512524,12853937,4485922, Rejected
1237,0, Graduate, No,318456,483153,18,699,307063,422298,1219206,97127, Approved
1376,1, Graduate, Yes,1374387,4164816,4,873,3027458,1186115,5246084,1318800, Approved
3817,4, Not Graduate, No,1499119,4104387,17,633,0,2914182,4298134,1664943, Approved
1,2, Graduate, No,9170064,30099244,13,808,2435326,18620740,22724752,7082398, Approved
139,3, Not Graduate, Yes,2722739,8098517,11,586,911514,3038660,7770513,1687324, Approved
3844,4, Not Graduate, No,8091583,33037985,2,458,13905218,1068278,20876347,6753554, Approved
1935,2, Graduate, Yes,5141327,15273601,15,688,9422536,5817723,17844409,7444695, Approved
2422,4, Graduate, Yes,5155523,9900349,18,891,12774460,6679397,17552103,3993088, Approved
1137,1, Graduate, Yes,9237798,32632983,18,739,19034422,10390195,25808281,5561854, Approved
672,4, Graduate, No,6741937,23832291,19,644,15149820,398371,17840929,8180728, Approved
738,2, Graduate, Yes,926036,2566831,17,461,-97505,109954,2910900,1162493, Rejected
506,4, Graduate, Yes,1969533,7179104,9,806,2582835,305848,8352334,986438, Approved
1899,3, Graduate, Yes,795852,1571321,2,597,1544197,1091451,1891508,431884, Approved
4165,1, Graduate, Yes,5991791,17808356,20,509,6009813,2527841,20723799,6980908, Approved
549,1, Not Graduate, No,1868982,4790719,21,670,3908949,2121341,6394073,1619675, Approved
1031,3, Graduate, Yes,7359833,24409782,11,419,17607012,1411676,23225284,9060900, Rejected
3038,4, Not Graduate, Yes,9324892,26886781,11,546,11528526,10239009,19662695,8480888, Rejected
3503,1, Not Graduate, Yes,3491963,10114484,3,411,1743780,6254813,7992603,4644498, Rejected
3054,2, Not Graduate, Yes,1762056,6464387,16,955,5227492,3755590,6706264,1538834, Approved
3197,0, Graduate, No,1359539,2738995,2,724,3144115,784696,5737844,1258990, Approved
609,4, Graduate, Yes,4181602,12560274,2,557,11020829,7292815,12414296,1896676, Approved
2780,4, Graduate, Yes,3927055,9231426,11,754,2877387,2315972,11825804,5414950, Approved
3686,2, Graduate, Yes,7517188,16251138,15,630,19263693,13317551,21848102,9454543, Approved
3714,4, Not Graduate, No,8430291,27150120,10,906,2216987,9433471,22990153,6789088, Approved
519,4, Graduate, Yes,2958506,11022188,8,577,4462373,5539275,7302590,3961301, Approved
2435,0, Not Graduate, No,4031332,11038926,12,309,4978061,6086082,8713652,2302665, Rejected
2357,0, Not Graduate, No,10099288,29851608,19,599,1196976,14231132,34704901,8187159, Approved
2448,2, Graduate, Yes,4252521,17407358,20,391,384119,6856874,13546089,6600490, Rejected
1978,1, Not Graduate, No,2303895,7526243,12,341,5168648,4472819,6246769,1345369, Rejected
621,2, Graduate, No,4599393,10445333,4,587,11382415,885661,14879573,7335287, Approved
156,5, Not Graduate, No,5093566,11194082,8,769,8964890,477870,14634613,4307093, Approved
3224,4, Graduate, No,7432070,17656339,3,565,7806329,7840098,18393924,3344244, Rejected
4117,5, Graduate, Yes,3598684,12952881,7,921,3337054,5946601,14435147,5311439, Approved
4184,2, Graduate, No,6663880,20793162,18,496,13267628,9794762,16750674,4653805, Rejected
3053,0, Graduate, Yes,216699,665872,8,892,473737,0,385252,189606, Approved
870,3, Graduate, No,6363368,22802350,4,493,4126062,3096644,22714319,6756001, Approved
2956,0, Graduate, Yes,1298883,3126586,17,474,2277417,556128,2396818,1149254, Rejected
684,3, Not Graduate, Yes,6767577,14927941,13,462,14003444,9336646,18422925,3091869, Rejected
943,4, Not Graduate, Yes,1397615,4038258,15,465,3366325,1191847,5567493,1005159, Rejected
1180,5, Graduate, No,9686289,34630336,9,452,7748332,4222172,37857044,12770862, Rejected
2449,5, Graduate, Yes,6775811,14231879,16,446,9201928,3001688,22986089,5799547, Rejected
809,3, Not Graduate, No,5876934,13155700,20,322,4301123,2623849,13662203,7738159, Rejected
314,4, Graduate, Yes,5797447,14660547,14,684,8486598,9830091,16067198,6758527, Approved
477,4, Not Graduate, No,3746801,14768282,17,446,4798266,6077346,15053602,1877949, Rejected
1645,2, Not Graduate, Yes,2921401,10515633,9,315,8802598,426837,6816873,1569195, Rejected
668,4, Graduate, Yes,3166155,11357993,14,762,3397337,3333947,8027342,4200810, Approved
214,5, Not Graduate, No,1934669,7729127,20,656,5103770,2489062,6932127,2877112, Approved
2414,0, Graduate, Yes,6511280,23935873,22,498,10228250,2714337,17854504,8290134, Rejected
2884,2, Not Graduate, Yes,2014554,4685611,4,334,5401554,0,7221405,1448504, Rejected
4046,3, Graduate, No,1100218,1946154,8,831,2942756,2005147,2547902,969964, Approved
2052,4, Graduate, No,7140697,15248665,4,567,11383048,9736946,25432316,6167069, Approved
179,4, Not Graduate, No,5541547,13507256,21,821,3590869,8132918,20192803,7161114, Approved
678,1, Graduate, No,6751932,22565966,19,683,11586737,8340364,24759170,8324107, Approved
221,4, Not Graduate, No,2751134,10305895,6,656,4939853,1753954,10315196,1683829, Approved
4147,2, Graduate, Yes,10182626,35261036,21,647,14021357,13577357,42388343,6116458, Approved
1763,5, Not Graduate, No,3134819,8876337,17,562,476860,6477066,11314652,4234828, Rejected
702,1, Graduate, No,2127177,4935293,7,522,3592735,0,5079823,3113945, Rejected
3000,3, Graduate, Yes,6923326,25697832,12,560,18670950,2737927,19022124,6739907, Approved
3466,0, Not Graduate, No,747816,2232000,15,686,1946050,596445,2060004,396108, Approved
2061,1, Graduate, Yes,4304965,12653217,6,555,2466045,7190491,16617621,6203139, Approved
443,5, Graduate, No,8155672,26723968,19,877,7666798,15372561,25876270,7380562, Approved
1393,0, Graduate, Yes,418981,865071,1,854,-92571,522723,1377517,379827, Approved
2125,5, Graduate, Yes,6869661,14593684,3,461,7014700,8641607,21362610,9093277, Rejected
3037,4, Graduate, Yes,3777116,15307109,20,443,1006150,4640399,9301745,3068266, Rejected
2669,2, Graduate, Yes,3451994,9200006,19,707,4438145,1752517,10927199,3401867, Approved
4171,1, Not Graduate, No,7186885,26572443,14,746,8934444,10546957,26173804,3930541, Approved
139,3, Not Graduate, Yes,2941981,8299446,11,567,1044197,3307616,7636936,1862697, Approved
3068,1, Not Graduate, No,2400905,4672610,2,809,1053534,2618943,7022923,2983815, Approved
620,3, Graduate, No,8909892,24851228,7,587,21167511,12682764,19773090,4789890, Approved
1133,2, Not Graduate, No,3599194,13451625,2,357,9174753,1672636,12725627,2682989, Approved
1390,5, Not Graduate, No,4592632,10996850,16,649,6415619,2949725,9506969,5999739, Approved
1308,5, Graduate, Yes,7988679,29322194,17,870,17203172,14184157,22656497,9292236, Approved
665,4, Not Graduate, Yes,9113757,35261621,10,509,10446725,16083309,27805180,7171036, Rejected
118,0, Not Graduate, No,516434,1515877,5,650,1619890,572046,1540136,693521, Approved
572,0, Graduate, No,4489189,19199271,1,653,5736353,2390751,12073671,6892381, Approved
3135,3, Not Graduate, No,1881998,5330671,1,401,4859620,0,3474424,2296229, Approved
1445,5, Graduate, Yes,3390353,12469732,9,594,6927388,1551103,11316466,3403989, Approved
988,5, Graduate, No,8857390,27453143,14,592,25833071,15815633,31877352,10844788, Approved
810,3, Not Graduate, No,4392486,10662234,18,683,99970,2016297,11353380,4727102, Approved
1198,5, Graduate, Yes,7525410,25330832,1,473,7998764,5735702,25045451,5771303, Approved
1810,0, Graduate, Yes,2746013,11744428,19,693,6649488,203064,11030764,2167491, Approved
1249,2, Not Graduate, Yes,8240567,28165730,10,766,9085216,6990337,24490708,5623406, Approved
2854,2, Graduate, No,5033650,16133593,11,727,8892644,7849942,9704423,5928777, Approved
604,4, Not Graduate, Yes,5732225,17270087,9,492,13895436,2431100,12368097,6770579, Rejected
1625,1, Graduate, Yes,8903862,32766908,18,535,1297081,3366605,20359519,5417564, Rejected
984,4, Graduate, No,4695639,13608843,2,685,11138033,1829397,15557785,4510287, Approved
2613,1, Not Graduate, Yes,6791803,24590830,3,700,21747517,11417368,28080284,5340800, Approved
3061,4, Not Graduate, No,1874126,5314412,2,836,2616836,3438188,7812180,2393611, Approved
2524,2, Not Graduate, Yes,7032011,17304066,19,739,8424247,4833405,20957166,4769833, Approved
3414,0, Not Graduate, No,6278743,21326990,13,846,1435275,1887527,14474539,6919138, Approved
1613,5, Graduate, Yes,5442659,13017897,7,849,6245573,8367470,18241905,3838718, Approved
96,5, Graduate, No,311102,1114551,2,307,97840,520490,715181,386095, Approved
2601,5, Graduate, No,303171,926376,6,514,864638,289475,711929,378855, Rejected
418,1, Graduate, Yes,2190324,7710370,15,313,5376438,505875,4771779,2291619, Rejected
1522,0, Graduate, Yes,3462819,10400967,14,657,5205949,1871237,9316295,5276279, Approved
859,1, Not Graduate, Yes,2231236,6294251,12,349,3472587,1883974,9124102,2405355, Rejected
3816,0, Not Graduate, Yes,9437637,31323334,1,498,8305197,9451634,25442780,5440772, Approved
1323,2, Graduate, No,6582536,23414443,8,569,9624632,10101753,22712775,9110635, Approved
3712,2, Graduate, Yes,5601661,20533159,8,357,2598243,1249595,13502811,4264653, Rejected
638,3, Not Graduate, No,6559255,28645116,3,391,9525516,5943948,23299539,5086079, Approved
4180,2, Not Graduate, No,1996539,4863506,12,539,2983075,1289312,5310949,1156330, Approved
665,4, Not Graduate, Yes,9486402,31398651,9,491,10871166,14196110,28906005,6663246, Rejected
1294,1, Graduate, Yes,3363162,9934488,13,754,297754,615258,8142225,4584350, Approved
1801,2, Graduate, No,8729409,21512689,1,514,2922270,2593749,37904902,6551680, Rejected
3676,4, Not Graduate, No,3889197,13192783,14,771,10307636,4040524,11440442,3994901, Approved
754,3, Not Graduate, Yes,9334190,27364101,21,676,4901622,17557435,26122839,10893461, Approved
1185,2, Not Graduate, No,9131947,19272671,14,654,13961321,13967125,29970452,6088045, Approved
1902,0, Not Graduate, No,3746245,12366259,18,924,11175631,792811,14708958,2295245, Approved
3619,4, Not Graduate, No,4777051,9705841,11,621,9341270,298195,14472298,6634713, Approved
3837,5, Graduate, Yes,5104291,13640546,14,483,13794093,1057068,12484987,5632174, Rejected
4204,4, Graduate, Yes,6422142,20964737,5,445,6700462,10625023,25104289,4303242, Rejected
3374,0, Graduate, Yes,8987653,23578491,9,644,21000280,681079,33780959,5378192, Approved
3276,0, Graduate, No,8538245,21873562,20,602,5875422,6112137,36346743,5711533, Approved
132,5, Graduate, No,9053025,22963968,10,392,8140630,8719555,17023573,4660451, Rejected
2995,4, Not Graduate, Yes,8598723,20258097,14,475,6315813,2521170,28549095,12403685, Rejected
3795,4, Not Graduate, Yes,7349627,18825889,17,763,8214576,615092,14799119,7338772, Approved
1970,4, Graduate, Yes,5291249,11235718,11,310,15538898,10329555,16909709,6046905, Rejected
635,1, Not Graduate, No,8037588,31879103,17,463,15242403,2198440,33386145,8214600, Rejected
3801,3, Not Graduate, No,4480706,18418543,7,385,11000760,4209260,11696725,2733778, Rejected
1841,5, Graduate, No,4543890,13440177,5,772,6508184,6362812,15174970,6760824, Approved
3651,1, Not Graduate, No,6320523,22467897,17,707,14812225,3395277,19292856,3669532, Approved
3249,0, Graduate, No,5093326,17752806,8,629,13189906,3007188,13339583,4814240, Approved
2831,0, Graduate, No,8646941,20879416,5,691,3658055,9748572,26470001,11922215, Approved
2328,4, Graduate, Yes,5938393,20916763,6,868,14782327,881664,14935940,5342229, Approved
2341,1, Graduate, No,5994555,20605196,11,515,17634392,7938497,16464537,5877517, Rejected
161,5, Not Graduate, No,3136666,8673362,2,808,5689665,1841148,10834717,4007323, Approved
351,3, Not Graduate, Yes,7121587,16979083,3,423,10692222,6602721,13584131,8793504, Rejected
1674,1, Graduate, Yes,7647725,25193624,9,615,8004507,402255,24871830,10834695, Approved
1950,1, Not Graduate, No,6034022,20476398,10,488,15152732,10757279,24681272,5162051, Rejected
905,2, Graduate, No,4020988,14898224,12,585,-92249,5251848,13283782,3198012, Approved
279,4, Not Graduate, No,2157604,4362210,19,753,3950236,3902977,6722071,2896903, Approved
1833,0, Not Graduate, No,7946102,22076894,13,377,8420659,3996225,22850959,8125611, Rejected
569,4, Not Graduate, No,4772255,9932101,15,911,9704140,8301598,13596378,5827489, Approved
78,0, Graduate, No,9097103,32597609,7,767,12341822,8926682,36960275,10782264, Approved
4097,4, Not Graduate, No,5022731,18396453,13,618,14144613,5740868,15024837,7356424, Approved
754,3, Not Graduate, Yes,8739090,28498298,19,704,4933646,16110480,25769939,12357482, Approved
1547,0, Not Graduate, No,3574114,11234755,11,695,4565768,5022734,10419943,2497397, Approved
3223,4, Not Graduate, Yes,5071705,19288679,10,359,363795,3520786,11105177,3343774, Rejected
1070,2, Graduate, Yes,8520754,33826764,5,671,15743666,923256,26722236,5810537, Approved
130,3, Graduate, No,413741,1133017,12,856,206592,558187,1071953,203423, Approved
1151,2, Graduate, No,5570828,18089393,12,545,3388858,1415311,20801788,6158369, Approved
2124,0, Graduate, No,4054443,15505116,15,303,2965781,4926884,16869932,3125064, Rejected
539,5, Not Graduate, Yes,7940855,27017737,9,877,20787212,10137529,17709651,11905641, Approved
807,0, Not Graduate, No,8993390,32970064,4,631,8124473,12964787,17399028,4779680, Approved
1757,0, Graduate, No,9223172,33385240,18,565,1238794,8697595,30069018,5678874, Approved
3926,0, Not Graduate, No,7597442,30056434,2,896,1941929,3999594,23210012,7947051, Approved
2425,3, Not Graduate, Yes,6402214,23075086,17,600,18153249,7222832,20768010,6059504, Approved
2980,1, Not Graduate, Yes,3340514,7583344,8,736,3995498,6784346,10626365,3976369, Approved
3601,2, Graduate, No,5547567,15115550,8,341,11321297,4892869,20916347,6555340, Rejected
2805,2, Graduate, No,3470581,11422291,6,753,969744,4006244,11940743,2813666, Approved
2009,5, Graduate, Yes,6262029,23603253,1,821,3593775,11911955,17970622,10097135, Approved
3681,5, Not Graduate, No,2686608,5822100,1,786,1003469,1947867,6754209,2509913, Approved
2856,0, Graduate, No,9240938,29103621,20,793,22465651,15234056,31260657,10865227, Approved
3080,4, Not Graduate, No,6828438,22002320,13,872,4398717,3046389,19569530,7618439, Approved
3693,1, Not Graduate, Yes,8390824,27278406,16,447,1058411,10887617,33647207,8374830, Rejected
3902,5, Graduate, No,2079329,4736386,3,495,6632275,3864439,9423579,2066361, Rejected
2057,2, Graduate, Yes,7791794,22604193,12,556,1855963,13295514,17446956,7171182, Approved
856,4, Graduate, No,6805524,20188651,6,459,1311421,5877459,14962765,5028359, Rejected
1684,2, Not Graduate, Yes,6062401,18811479,7,389,4828438,10606413,14583521,4313786, Rejected
1693,3, Graduate, No,288195,675892,21,742,839099,205687,918703,382061, Approved
3736,4, Graduate, Yes,5582761,11364009,19,718,14990855,3974418,13929848,5960423, Approved
1965,3, Graduate, No,4119695,11612765,4,734,0,512748,7918534,5695492, Approved
209,1, Not Graduate, Yes,7437598,17426772,9,347,11626462,4980855,21715012,6215323, Rejected
8,2, Graduate, Yes,5886451,14391372,19,359,11782520,5836730,11862339,5739202, Rejected
108,0, Graduate, No,2653817,10376200,5,569,1279203,2535689,9745249,1922089, Approved
270,5, Graduate, Yes,4243400,9277805,5,674,4680822,5297225,9669605,5837982, Approved
2736,0, Not Graduate, Yes,1135887,2891004,14,845,3034056,105238,3322396,1613719, Approved
778,2, Graduate, No,4849692,9230992,1,474,10060912,8331830,11289366,2213554, Rejected
3156,3, Not Graduate, Yes,7303186,30078450,9,387,6786606,6032016,23303404,4669463, Rejected
147,3, Graduate, Yes,1377938,3107322,19,739,2463321,1013428,5504990,1700276, Approved
2542,3, Not Graduate, Yes,8766016,30772444,19,649,15436407,3452292,28693117,11107388, Approved
385,1, Not Graduate, No,411597,1448074,6,697,196347,532816,790769,92209, Approved
4156,3, Not Graduate, No,7781121,24037719,1,392,21299679,12003173,26039320,9512002, Approved
2498,2, Not Graduate, No,1606506,4682426,13,863,202235,1439229,4924456,1594903, Approved
2677,3, Not Graduate, Yes,5721441,25305423,15,721,11879212,9297380,15145127,5382212, Approved
460,2, Graduate, No,3246347,11774546,9,500,6220601,1908108,8282079,4004843, Rejected
2472,1, Not Graduate, No,6376669,13615138,12,656,8511392,286556,12504957,6861754, Approved
3369,4, Graduate, No,7328519,28744882,6,892,5570784,7289188,26727553,10203664, Approved
1687,5, Graduate, No,3223620,8916659,14,591,2597585,2331836,8262584,1841312, Approved
419,0, Graduate, No,2966727,9731813,6,649,1208249,1481178,8065568,3878470, Approved
3619,4, Not Graduate, No,4721367,9353863,12,604,9216087,311388,16108794,6306419, Approved
3723,3, Graduate, No,6643830,20446898,14,795,5252469,8870944,18562638,8964431, Approved
2843,1, Not Graduate, No,3778785,11267209,3,529,9080451,5658696,13494244,2897040, Approved
3588,5, Not Graduate, Yes,605460,1633616,20,869,1257351,98728,2244850,717142, Approved
881,0, Graduate, No,1099686,3474321,9,500,2818980,274463,2850629,1632274, Rejected
4137,4, Graduate, Yes,7364720,18735757,3,828,2502243,2004868,25652425,9861018, Approved
695,3, Not Graduate, No,5747076,20296203,1,328,7278538,12008128,20523230,6559295, Approved
928,3, Graduate, Yes,7196446,19115271,10,544,0,13646665,25839895,10269946, Approved
3051,3, Graduate, No,3740777,9876731,6,592,11326148,7113321,7903795,2971658, Approved
2944,2, Graduate, No,8817916,24058228,21,879,19682859,2037539,22733872,6250396, Approved
3964,1, Not Graduate, Yes,6268452,20311558,14,814,4544500,8144799,25083264,8620867, Approved
1940,5, Not Graduate, Yes,9025100,25634084,14,719,13907048,10590797,34307415,11651223, Approved
583,0, Graduate, Yes,8128917,19458864,16,534,16302112,8930111,20776208,8018507, Rejected
1394,0, Not Graduate, No,8373369,31800336,13,750,7380224,12937007,23350587,6410802, Approved
570,4, Graduate, No,1857388,4412769,3,824,2427689,0,6770635,826550, Approved
1407,4, Graduate, No,7741665,31958089,8,694,16112209,10528419,27485111,5033726, Approved
2213,4, Not Graduate, No,556390,1582416,11,426,383001,0,1777617,678633, Rejected
1336,4, Not Graduate, No,7712351,27340927,12,352,12583409,9184445,19508311,11549192, Rejected
1889,3, Graduate, Yes,4244509,15846806,7,338,9958542,5333164,15627114,5556051, Rejected
4093,1, Graduate, No,718905,1474220,6,762,1021875,503449,2591259,688102, Approved
545,0, Not Graduate, No,5303649,10800296,18,723,13500807,2518273,13610121,6929699, Approved
2335,1, Not Graduate, No,3374344,9539256,18,697,2086006,5640537,12394775,2498405, Approved
204,2, Graduate, Yes,6745562,16431712,6,340,13275044,5175503,22238931,10068775, Rejected
2310,0, Not Graduate, No,6916411,26553898,8,712,13309672,11695302,23542441,10245882, Approved
3138,2, Not Graduate, Yes,6112898,21330167,6,673,8834415,12563976,13985830,8037435, Approved
3466,0, Not Graduate, No,830760,2240959,17,719,1885175,575881,2052527,392042, Approved
1672,2, Not Graduate, No,3668904,13413711,5,419,1977566,4427247,9918215,4663490, Rejected
106,3, Not Graduate, Yes,4526191,8544985,15,881,8063101,280878,16641691,4912732, Approved
2432,4, Graduate, No,7927307,28556715,2,702,482441,13897787,31475683,10386290, Approved
3691,0, Graduate, Yes,5647037,21855707,1,565,4349444,7534080,16576554,4113534, Approved
987,5, Not Graduate, No,735952,2486353,21,333,1380979,713416,2641832,502909, Rejected
1512,3, Graduate, Yes,3624756,7267472,11,727,4689590,2858619,7908690,2236369, Approved
1100,1, Graduate, No,6644425,19895131,7,616,9012590,4120778,19460468,6421477, Approved
1694,1, Not Graduate, No,2164145,5264858,14,694,2761431,649347,6205412,1805044, Approved
2549,2, Graduate, Yes,1955873,5754691,6,457,2878454,284602,5568583,1299125, Rejected
2577,5, Graduate, No,633636,1273956,11,417,979507,294448,1693154,905950, Rejected
559,1, Graduate, Yes,5991496,11176503,3,427,14873633,839141,18781994,7603972, Rejected
4148,0, Not Graduate, Yes,5641592,13568474,2,932,13952606,4600656,20317787,4384929, Approved
908,5, Graduate, No,3379314,12895729,19,538,865364,4269373,8444015,3678592, Rejected
1600,2, Not Graduate, Yes,4143618,9804535,7,590,10828357,2952169,10168710,3058013, Approved
3044,5, Not Graduate, Yes,7660062,24964241,4,592,12633942,13981501,30603788,4979359, Approved
1475,4, Not Graduate, No,1327685,4297935,18,823,2827737,494498,3639464,649259, Approved
1793,0, Not Graduate, Yes,877043,2430493,15,889,758116,0,3056564,1186554, Approved
2002,4, Not Graduate, No,3877656,9052998,13,538,4567313,4874521,14180332,3201812, Rejected
1812,0, Not Graduate, No,2522041,7030193,13,470,6634605,3993312,5070752,1494437, Rejected
2056,1, Graduate, No,4598376,9326135,8,474,1099481,4765697,15291974,5934016, Rejected
2479,5, Graduate, No,7255493,26597960,3,351,19901019,15121806,26563439,9167647, Approved
1672,2, Not Graduate, No,3816361,15023118,6,413,2417478,4581347,8971915,5096956, Rejected
2486,2, Not Graduate, No,5776030,20138471,1,625,2775451,3490107,22227900,3090720, Approved
2637,0, Not Graduate, No,1027012,2205085,11,339,2186722,367138,3627307,1461250, Rejected
3553,0, Graduate, No,5501107,17931422,17,496,8406917,5933719,12811175,3113630, Approved
4200,5, Not Graduate, No,613845,2206144,20,821,321981,400122,1861953,574719, Approved
952,5, Not Graduate, No,1152507,2588166,3,846,2263308,1023477,3921999,601248, Approved
1693,3, Graduate, No,293720,636492,18,734,849921,211633,963265,406275, Approved
3595,1, Graduate, Yes,2263559,5866087,14,565,5361033,1070107,8315862,1461886, Approved
1914,5, Graduate, No,5587065,13475060,6,369,10708759,2473661,13048123,2990903, Rejected
1339,0, Graduate, No,1262087,3062449,15,380,3133575,762325,3512358,2027304, Rejected
2324,1, Not Graduate, Yes,1924228,4469394,11,791,1079899,1991535,4370160,1276711, Approved
1455,3, Not Graduate, Yes,267047,922422,11,449,611481,416561,699115,330977, Rejected
1273,5, Not Graduate, No,9409685,34158726,20,450,9740832,19078688,38861262,14736999, Rejected
4207,0, Not Graduate, Yes,2135289,8496390,19,870,-92942,3841668,7540463,2112357, Approved
4191,2, Graduate, No,4223558,10477884,10,386,11103616,3170258,15730305,2858326, Rejected
